robot_id,robot_name,model,manufacturer,manufacturer_country,release_year,status,robot_type,height_cm,width_cm,depth_cm,weight_kg,mobility,dof,battery_runtime_min,camera,depth_camera,microphone,microphone_array,speaker,touch_sensor,proximity_sensor,lidar,imu,other_sensors,display,processor,operating_system,speech_input,speech_recognition,speaker_localization,face_recognition,emotion_recognition,gaze_recognition,gesture_recognition,object_recognition,distance_recognition,speech_output,facial_expression,gaze_expression,head_movement,arm_gesture,body_movement,led_expression,screen_expression,touch_interaction,physical_contact,object_manipulation,sdk,api_available,ros_support,programmable,external_api,llm_integration,primary_target,primary_domain,pediatric_relevance,healthcare_relevance,pediatric_study_exists,clinical_study_exists,general_hri_study_exists,source_database,source_database_url,official_url,spec_source_url,verification_status,last_verified,notes
ROBOT-0001,PARO,,AIST,일본,,정보확인필요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,ui44,https://ui44.com/categories/companions,http://www.parorobots.com/,http://www.parorobots.com/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official product source linked (PARO Robots).
ROBOT-0012,Pophie,,InsBotics,싱가포르,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://insbotics.com/,https://insbotics.com/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official InsBotics company page linked.
ROBOT-0013,ElliQ 3,,Intuition Robotics,,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://www.elliq.com/,https://www.intuitionrobotics.com/post/new-year-new-elliq,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official ElliQ site and Intuition Robotics blog linked.
ROBOT-0014,Loona,,KEYi Tech,,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,ui44,https://ui44.com/categories/companions,https://keyirobot.com/,https://keyirobot.com/about-us,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official KEYi/Loona site linked.
ROBOT-0015,Loona DeskMate,,KEYi Tech,,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://keyirobot.com/products/deskmate,https://keyirobot.com/products/deskmate,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official DeskMate product page linked.
ROBOT-0016,Ami,,Lepro,,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://www.prnewswire.com/news-releases/lepro-unveils-lepro-ami-at-ces-2026-a-desktop-ai-companion-that-feels-in-the-room-302652207.html,https://www.prnewswire.com/news-releases/lepro-unveils-lepro-ami-at-ces-2026-a-desktop-ai-companion-that-feels-in-the-room-302652207.html,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official manufacturer press release linked (direct product page pending).
ROBOT-0017,Cocomo,,Ludens AI,,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://ludensai.com/,https://ludensai.com/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Ludens AI page linked for Cocomo identity.
ROBOT-0018,INU,,Ludens AI,,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://ludensai.com/,https://ludensai.com/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Ludens AI site with INU product presence linked.
ROBOT-0019,RUMI,,Luvbotics,,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://luvbotics.com/homepage/,https://luvbotics.com/homepage/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Luvbotics page linked for RUMI identity.
ROBOT-0020,StackChan,,M5Stack,,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://docs.m5stack.com/en/StackChan,https://docs.m5stack.com/en/StackChan,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official M5Stack documentation linked.
ROBOT-0021,MagicDog,,MagicLab,중국,,정보확인필요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://support.magiclab.top/en/,https://support.magiclab.top/en/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official MagicLab documentation portal linked.
ROBOT-0022,An'An Panda,,Mind With Heart Robotics,중국,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://web.wxbionics.com/,https://www.prnewswire.com/news-releases/mind-with-heart-robotics-showcases-emotionally-intelligent-robot-lineup-at-ces-2026-including-ces-innovation-award-honoree-anan-biomimetic-affective-ai-panda-302651524.html,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official company site and official press release linked.
ROBOT-0023,Kuri,,Mayfield Robotics,,,판매중단,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://www.bosch-presse.de/pressportal/de/media/dam_images/pi9519/kuri_product_1sheet.pdf,https://www.bosch-presse.de/pressportal/de/media/dam_images/pi9519/kuri_product_1sheet.pdf,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; historical official Kuri launch datasheet linked.
ROBOT-0024,Miko 3,,Miko,,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,ui44,https://ui44.com/categories/companions,https://miko.ai/,https://miko.ai/pages/miko-3-faqs,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Miko product site and FAQ linked.
ROBOT-0025,Miko Mini,,Miko,,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://miko.ai/,https://help.miko.ai/hc/en-us/articles/13785117141405-What-is-Miko-Mini,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Miko site and support article linked.
ROBOT-0026,Romi Lacatan,,MIXI,일본,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://romi.ai/lp/lacatan/en/,https://romi.ai/lp/lacatan/en/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Romi Lacatan page linked.
ROBOT-0027,Misty II,,Misty Robotics,,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,ui44,https://ui44.com/categories/companions,https://www.mistyrobotics.com/misty-ii,https://docs.mistyrobotics.com/misty-ii/robot/get-started/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Misty product page and docs linked.
ROBOT-0028,OlloNi,,OLLOBOT,,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://ollobot.com/products/ollo-bot,https://ollobot.com/products/ollo-bot,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official OlloNi product page linked.
ROBOT-0029,T2,,PadBot,,,정보확인필요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://www.padbot.com/padbot-kids-robot-t2.html,https://padbotrobot.com/robots/padbot-robot-t2/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official PadBot product pages linked.
ROBOT-0030,Reachy Mini,,Pollen Robotics,,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://pollen-robotics.com/reachy-mini/,https://pollen-robotics.com/reachy-mini/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Reachy Mini page linked.
ROBOT-0031,Prime T1,,PrimeBot,중국,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://www.primebot.cn/,https://www.prnewswire.com/news-releases/primebot-launches-at-ces-2026-ushering-in-the-personal-robotics-era-302654895.html,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official PrimeBot site and official launch press release linked.
ROBOT-0032,David,,Realbotix,미국,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://realbotix.ai/,https://realbotix.ai/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Realbotix company page linked (dedicated David product page not confirmed).
ROBOT-0033,KOIBOT ROLA Series,,Reon Robotics,일본,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://www.koibot.co.jp/,https://www.koibot.online/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official KOIBOT and ROLA series pages linked.
ROBOT-0034,Rhem,,Rhem Labs,미국,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://www.rhem.ai/,https://www.rhem.ai/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Rhem page linked.
ROBOT-0035,Fuzozo,,Robopoet,중국,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://www.fuzozo.net/,https://www.fuzozo.net/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Fuzozo storefront page linked.
ROBOT-0036,Ballie,,Samsung,한국,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://news.samsung.com/us/samsung-ballie-ai-companion-robot-home-video-ces-2024,https://news.samsung.com/us/samsung-google-cloud-expand-partnership-bring-gemini-ballie-home-ai-companion-robot-by-samsung,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Samsung Newsroom Ballie pages linked.
ROBOT-0037,Poketomo,,Sharp,일본,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://poketomo.com/en/,https://global.sharp/corporate/news/250820-a.html,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Poketomo site and Sharp global press release linked.
ROBOT-0038,aibo (ERS-1000),,Sony,일본,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,ui44,https://ui44.com/categories/companions,https://electronics.sony.com/more/aibo/p/ers1000,https://helpguide.sony.net/aibo/ers1000/v1/en-us/contents/TP0001970140.html,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Sony product and help guide pages linked.
ROBOT-0039,KATA Friends,,SwitchBot,일본,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://www.switch-bot.com/products/katafriends,https://www.switch-bot.com/products/katafriends,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official SwitchBot product page linked.
ROBOT-0040,Jennie,,Tombot,미국,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://tombot.com/pages/meet-our-puppies,https://tombot.com/pages/meet-our-puppies,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Tombot puppy page linked (waitlist/first litter sold out noted).
ROBOT-0041,Sweekar,,Takway AI,중국,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://takway.ai/,https://www.prnewswire.com/news-releases/takway-ai-unveils-the-worlds-first-physically-growing-ai-pocket-pet-sweekar-at-ces-2026-302653806.html,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Takway page and official launch press release linked.
ROBOT-0042,Aura,,Tuya Smart,중국,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://www.tuya.com/news-details/tuya-smart-launches-aura-an-ai-companion-robot-designed-for-pets-Kf9m2gpnsxudc,https://www.tuya.com/news-details/tuya-smart-launches-aura-an-ai-companion-robot-designed-for-pets-Kf9m2gpnsxudc,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Tuya Aura announcement page linked.
ROBOT-0043,Alpha Mini,,UBTECH,중국,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://www.ubtrobot.com/en/consumer/humanoid-robots/alpha-series/alpha-mini,https://docs.ubtrobot.com/alphamini/python-sdk-en/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official UBTECH product page and official SDK docs linked.
ROBOT-0044,Kangbao (Health Baby),,University of Electronic Science and Technology of China (UESTC),중국,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://news.uestc.edu.cn/info/1007/39358.htm,https://news.uestc.edu.cn/info/1007/39358.htm,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official UESTC/Xinhua publication page linked.
ROBOT-0045,Coglet,,Will Cogley,,,개발중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://github.com/will-cogley/Coglet,https://github.com/will-cogley/Coglet,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official open-source project repository linked.
ROBOT-0046,Yonbo X1,,X-Origin AI,미국,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://yonbo.ai/products/yonbo-x1,https://www.prnewswire.com/news-releases/x-origin-ai-introduces-yonbo-the-next-gen-ai-companion-robot-designed-for-families-302469293.html,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Yonbo product page and official launch press release linked.
ROBOT-0047,Mirumi,,Yukai Engineering,일본,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://www.withmirumi.com/,https://store-jp.mirumi.tokyo/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official Mirumi site and official JP store page linked.
ROBOT-0048,M1,,Zeroth Robotics,,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ui44,https://ui44.com/categories/companions,https://www.zeroth0.com/products/m1,https://www.prnewswire.com/news-releases/zeroth-robotics-launches-into-the-us-with-debut-lineup-of-interactive-ai-robots-for-consumer-and-commercial-buyers-302652162.html,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from ui44; official M1 product page and official launch press release linked.
ROBOT-0049,Jibo,,Jibo,미국,,판매중단,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,robotsguide,https://robotsguide.com/robots/category/social,https://www.myjibo.com/,https://www.prnewswire.com/news-releases/meet-jibo-your-new-best-friend-introducing-the-first-social-robot-for-the-home-300542856.html,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from robotsguide; official Jibo site and launch press release linked.
ROBOT-0050,Keepon,,BeatBots,미국,,연구용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,robotsguide,https://robotsguide.com/robots/category/social,https://beatbots.net/keepon-pro,https://beatbots.net/keepon-pro,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from robotsguide; official Keepon Pro page linked.
ROBOT-0051,Mirokaï,,Enchanted Tools,프랑스,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,robotsguide,https://robotsguide.com/robots/category/social,https://enchanted.tools/,https://enchanted.tools/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from robotsguide; official Enchanted Tools Mirokaï pages linked.
ROBOT-0052,Nao,,Maxtronics,프랑스,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,robotsguide,https://robotsguide.com/robots/category/social,https://maxtronics.com/en/nao6/,https://maxtronics.com/en/nao6/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from robotsguide; official NAO6 product page linked.
ROBOT-0053,Pepper,,SoftBank Robotics,일본,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,robotsguide,https://robotsguide.com/robots/category/social,https://www.softbank.jp/en/robot/,https://www.softbank.jp/en/robot/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from robotsguide; official SoftBank Pepper page linked.
ROBOT-0054,Qoobo,,Yukai Engineering,일본,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,robotsguide,https://robotsguide.com/robots/category/social,https://globalstore.ux-xu.com/products/qoobo,https://qoobo.info/index/,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from robotsguide; official Qoobo store and brand pages linked.
ROBOT-0055,Vector,,Anki,미국,,판매중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,robotsguide,https://robotsguide.com/robots/category/social,https://anki.bot/pages/meet-vector,https://anki.bot/pages/aware,PARTIALLY_VERIFIED,2026-08-11,IMPORTED from robotsguide; official Vector pages linked.
