news_id,source_id,region,title,author,published_at,source_category,source_url,primary_category,tags,summary_ko,robot_ids,manufacturer_ids,archive_candidate,pediatric_relevance,clinical_relevance,screening_status,relevance_reason,collected_at,last_verified,content_hash
NEWS-0011,IROBOTNEWS,KR,"대신증권 ""비에이치, 삼성전자 로봇 사업 참여 추진""",장길수 기자,2026-08-11 11:22:52,,https://www.irobotnews.com/news/articleView.html?idxno=47857,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,348c96544161af0ae8a3c167953211e56908536d9bbe944f58d8f167c49ccdbd
NEWS-0012,IROBOTNEWS,KR,"항공안전기술원-인천국제공항공사, 더 안전한 하늘길 위해 손잡다",최지호 기자,2026-08-11 11:09:35,,https://www.irobotnews.com/news/articleView.html?idxno=47858,연구·HRI,연구|정책,,,,FALSE,NONE,NONE,EXCLUDE,소셜로봇/HRI 목적과 직접 관련성 낮음,2026-08-11,2026-08-11,3c7a6cdb1cf7551b00a3f7f41293bf000e40f52a369cdcc207578457f88334d9
NEWS-0013,IROBOTNEWS,KR,"로볼루션–동원F&B, 식품 제조 현장에 AI 휴머노이드 투입",최지호 기자,2026-08-11 10:15:03,,https://www.irobotnews.com/news/articleView.html?idxno=47856,연구·HRI,연구|실증,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,a59781e79db6a1f00d447223b65f08786e4615116be3f3dbe430c33c103b6332
NEWS-0014,IROBOTNEWS,KR,"로볼루션, 산업용 로봇 재제조 기술로 자동차 용접 공정 혁신 나선다",최지호 기자,2026-08-11 09:58:33,,https://www.irobotnews.com/news/articleView.html?idxno=47855,제품·출시,실증,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,297f198f3a5d626b15e9a38b3fc66eba32f97f240067b6c0b0189eb04c2a5006
NEWS-0015,IROBOTNEWS,KR,"로엔서지컬, 세계 최초 AI기반 신장결석 수술로봇 ‘자메닉스’ FDA 허가 획득",최지호 기자,2026-08-11 09:34:40,,https://www.irobotnews.com/news/articleView.html?idxno=47854,산업·정책,시장,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,0ae4fdb1be68fd98de6f1a01a108747eeb178b555895bd8a113932a212fd9af0
NEWS-0016,IROBOTNEWS,KR,'한국폴리텍대학 기계학회 2026년 하계학술대회' 개막,조규남 전문기자,2026-08-11 04:50:24,,https://www.irobotnews.com/news/articleView.html?idxno=47853,소아·교육,교육|연구,,,,FALSE,MEDIUM,NONE,EXCLUDE,소셜로봇/HRI 목적과 직접 관련성 낮음,2026-08-11,2026-08-11,b3df2974285500924ad7ae378faea8fd47ebd8baf88461fe77fc7cc1cec5f88e
NEWS-0017,IROBOTNEWS,KR,"“생각하는 로봇, 명상하는 인간”…국립중앙과학관, 광복절 연휴 특별전 운영",박경일 기자,2026-08-10 19:11:28,,https://www.irobotnews.com/news/articleView.html?idxno=47849,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,3차 검토: 소셜로봇/HRI 조사 목적과 직접 관련성 낮음,2026-08-11,2026-08-11,eb3378e19063fc4502fc5b53d6af6cb4e85674426af6b0e5fd7a74938d77186e
NEWS-0018,IROBOTNEWS,KR,"美 페덱스-덱스터리티, 자율 트레일러 적재용 피지컬 AI 배치 확대",이재구 기자,2026-08-10 17:58:02,,https://www.irobotnews.com/news/articleView.html?idxno=47852,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,83a22dfc3b060dbbedbf9d1f602df6679744da5f67f0a5304351b75a1bf8c118
NEWS-0019,IROBOTNEWS,KR,"AI 미래도시, 서울에서 먼저 만난다…SLW 2026 사전등록 시작",박경일 기자,2026-08-10 17:52:30,,https://www.irobotnews.com/news/articleView.html?idxno=47850,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,3차 검토: 소셜로봇/HRI 조사 목적과 직접 관련성 낮음,2026-08-11,2026-08-11,81a7ebcba429e3a13dff170de24b54f391c29f7db00e759b7cf1116a24c28b4b
NEWS-0020,IROBOTNEWS,KR,상반기 中 휴머노이드 로봇 관련 신규 설립기업 11만6000곳 달해,유효정 기자,2026-08-10 17:48:21,,https://www.irobotnews.com/news/articleView.html?idxno=47851,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,15d45b7865b8ff675c5d4ea71cab0df40436970c6951529f43eab1937e25c709
NEWS-0021,IROBOTNEWS,KR,"파워오토로보틱스·아라, 한국기술교육대 발전기금 1500만원 쾌척",최지호 기자,2026-08-10 16:45:28,,https://www.irobotnews.com/news/articleView.html?idxno=47848,소아·교육,교육|연구,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,4a7f588c495ccbfb31041971d9a3016004356613198a31d528716bf747085b48
NEWS-0022,IROBOTNEWS,KR,오늘의 로봇 기업 주식 시세(2026-08-10),박경일 기자,2026-08-10 15:37:07,,https://www.irobotnews.com/news/articleView.html?idxno=47840,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,5b59050142faf1c4ab0b1093978b3ed20ed56671f11c68d2c28816324ec0653e
NEWS-0023,IROBOTNEWS,KR,"대동, 2분기 매출 역대 최대·영업익 64%↑…상반기 매출도 신기록",최지호 기자,2026-08-10 15:32:09,,https://www.irobotnews.com/news/articleView.html?idxno=47847,산업·정책,시장,,,,FALSE,NONE,NONE,EXCLUDE,소셜로봇/HRI 목적과 직접 관련성 낮음,2026-08-11,2026-08-11,5579228175f245ad6afc58cc4e19bcf230d190abd0540fdaddcaaef384b007f7
NEWS-0024,IROBOTNEWS,KR,"현대차그룹, 공동주택 주차로봇 실증 추진",박경일 기자,2026-08-10 15:15:11,,https://www.irobotnews.com/news/articleView.html?idxno=47846,산업·정책,실증|정책,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,3507c8ca857b6cce04ddf474d18de97f4f52f054c881d5d1833eed8787be73bf
NEWS-0025,IROBOTNEWS,KR,"한국AI·로봇산업협회, 유망 스타트업 대상 연회비 전액 면제 이벤트",최지호 기자,2026-08-10 15:07:35,,https://www.irobotnews.com/news/articleView.html?idxno=47845,연구·HRI,연구|시장,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,ea75007e84d27b78bb420d37dbf088ef42fa5bb0e19e9dd1a5b02535ef2fc4ba
NEWS-0026,IROBOTNEWS,KR,"日 로봇 스타트업 '질스', 컴팩트 휴머노이드 로봇 'D1'  판매 개시",장길수 기자,2026-08-10 14:34:54,,https://www.irobotnews.com/news/articleView.html?idxno=47844,상호작용 기술,음성,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,51722864a26caf17c9eeb584ced72dfe48ba6de66b1059836372251bbcd3de16
NEWS-0027,IROBOTNEWS,KR,"유비테크, 바퀴형 휴머노이드 ‘크루저 Y1’ 군집 지능 공개",장길수 기자,2026-08-10 14:28:05,,https://www.irobotnews.com/news/articleView.html?idxno=47843,제품·출시,컴퓨터 비전,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,63b843c69c0a7b9889d0dd65ab8bd768b02adb4b45365f15f2fef2869477e4a9
NEWS-0028,IROBOTNEWS,KR,"GAM 엔터프라이즈, 셰플러 ‘PSC’ 정밀 감속기 기술 인수",장길수 기자,2026-08-10 12:00:58,,https://www.irobotnews.com/news/articleView.html?idxno=47841,산업·정책,시장,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,0722a8186db49723e7dcecf212373561b53ed650b91cc6f792c23abc110f9138
NEWS-0029,IROBOTNEWS,KR,"신한證 ""휴머노이드 기업 상장 러시…보스턴 다이나믹스 기업가치 50조~145조원""",장길수 기자,2026-08-10 11:49:15,,https://www.irobotnews.com/news/articleView.html?idxno=47837,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,803eb20f08d86059382f859b648fc22d260cbea65440480781ed798a7f36fd89
NEWS-0030,IROBOTNEWS,KR,"마음AI, 국민대 AX 산학협력체 합류…피지컬 AI 생태계 확장 나선다",최지호 기자,2026-08-10 11:25:04,,https://www.irobotnews.com/news/articleView.html?idxno=47842,소아·교육,교육|연구,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,2a2fda07e0a82960c53516ca3d0f47352ed528a0a4a7ef9af5f387bdb8c20384
NEWS-0031,IROBOTNEWS,KR,"나우로보틱스, 과기부 실증사업 선정…산업용 휴머노이드 개발 본격화",최지호 기자,2026-08-10 11:05:38,,https://www.irobotnews.com/news/articleView.html?idxno=47839,제품·출시,상용화|실증,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,c319076a661056484cbe8282507ad6eec94043e744b14d7968138248308afae2
NEWS-0032,IROBOTNEWS,KR,"리브스메드, K-수술로봇 '스타크' 식약처 품목허가 신청",최지호 기자,2026-08-10 09:42:15,,https://www.irobotnews.com/news/articleView.html?idxno=47834,의료·돌봄,병원|임상,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,d44b4cb051e4e9d0250f22b0a88df13f48e54b8329a2a631277c54b2fa2b62f4
NEWS-0033,IROBOTNEWS,KR,"美 프로코어 테크놀로지스, 1조2000억원에 드론디플로이 인수한다",이재구 기자,2026-08-09 20:11:53,,https://www.irobotnews.com/news/articleView.html?idxno=47832,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,ba0135aa8fca716f84a6c39d5c026e241a3ba86ca36982312542ebca37979183
NEWS-0034,IROBOTNEWS,KR,"英 리이매진 로보틱스, ‘현장에서 학습하는’ 로봇기술로 무명 탈출",이재구 기자,2026-08-09 20:11:31,,https://www.irobotnews.com/news/articleView.html?idxno=47831,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,8d0608bb2ff5ec9e4cb594f43927efb269f72f5a41461e8a26224d7e40e3ea1c
NEWS-0035,IROBOTNEWS,KR,"이스라엘 플라이트렉스-美 내시, 자율드론 다중모드 배송 플랫폼 협력",이재구 기자,2026-08-09 20:10:24,,https://www.irobotnews.com/news/articleView.html?idxno=47830,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,d551f0a76b459cc0b174a79677eab1de6f8057ea09223869266ace27d69febfa
NEWS-0036,IROBOTNEWS,KR,"인텔리그레이티드·트루·트랜스놈, 창고 자동화 솔루션 통합",이재구 기자,2026-08-09 20:10:04,,https://www.irobotnews.com/news/articleView.html?idxno=47829,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,5ac634db456999fda9d47ca9c83601a69026f49b9004412be5c40fcdccfa3fea
NEWS-0037,IROBOTNEWS,KR,"美 허비로보틱스, NASA와 액추에이터 소형화 1단계 계약",이재구 기자,2026-08-09 20:09:47,,https://www.irobotnews.com/news/articleView.html?idxno=47828,연구·HRI,연구,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,9c02a0e8f86cd74add46d0dbeabbeafe6883ea19e0d0a8d73a9b061d0dcc62ba
NEWS-0038,IROBOTNEWS,KR,"獨 이구스, 산업 로봇용 600도 회전 에너지 체인 출시",이재구 기자,2026-08-09 20:09:28,,https://www.irobotnews.com/news/articleView.html?idxno=47827,제품·출시,신제품,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,1cef81378aac24e0d143a661ebbf279b955304b5ddf09fb0fc07f847597bdbb0
NEWS-0039,IROBOTNEWS,KR,"中 체리차 산하 로봇기업 ‘아이모가’, 해외 로봇 수출 2000대 돌파",유효정 기자,2026-08-09 20:09:05,,https://www.irobotnews.com/news/articleView.html?idxno=47826,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,6d289bba6a58df68c51a001f391c21d8e2ca38b579e61978ae0dee17efa2a0cb
NEWS-0040,IROBOTNEWS,KR,“로봇에 '후각' 더한다”…中 기업이 ‘2026 세계로봇대회’서 공개 예정,유효정 기자,2026-08-09 20:08:48,,https://www.irobotnews.com/news/articleView.html?idxno=47825,상호작용 기술,컴퓨터 비전|감정 인식|멀티모달|신제품|연구,"로봇 후각 센서 기술 공개 예고 기사로, 로봇의 환경 인식 채널 확장을 다룬다. 멀티모달 상호작용 기반 확장 가능성이 있어 상호작용 기술 동향으로 포함했다.",,,FALSE,LOW,LOW,INCLUDE,로봇 멀티모달 인식(후각) 기술 확장,2026-08-11,2026-08-11,b5c195b4cd3ad98aafb7702e02ee50a111c7a2c28a9a5f5171fb7a8a9c5cd6a2
NEWS-0041,IROBOTNEWS,KR,"中 파시니, 또 2000억원 투자 유치…'촉각 데이터' 핵심 가치로 부상",유효정 기자,2026-08-09 20:08:32,,https://www.irobotnews.com/news/articleView.html?idxno=47824,제품·출시,촉각,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,01a97c5c67a10718967594c4f12549d03c9864dc0b6bbb397867dae042db9812
NEWS-0042,IROBOTNEWS,KR,"中 특수 로봇 기업 '세븐스', 유통 공룡 ‘징둥닷컴’과 손 잡았다",유효정 기자,2026-08-09 20:08:14,,https://www.irobotnews.com/news/articleView.html?idxno=47823,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,5b91f198c77d6ee63c090c0ec6f409ce20415297ddca65818608e0de313fdbdf
NEWS-0043,IROBOTNEWS,KR,지난해 중국 산업용 임바디드 인텔리전스 로봇 시장 1조원 돌파,유효정 기자,2026-08-09 20:08:00,,https://www.irobotnews.com/news/articleView.html?idxno=47822,산업·정책,시장,,,,FALSE,NONE,NONE,EXCLUDE,3차 검토: 소셜로봇/HRI 조사 목적과 직접 관련성 낮음,2026-08-11,2026-08-11,8d8977e5cf075cf9776c2a93a5af4438763f88c7a31fbc7d22c1ea340253dae8
NEWS-0044,IROBOTNEWS,KR,"블루워터 오토노미, 美 해군 심해측량 무인해상선박 공급업체 선정",이재구 기자,2026-08-09 20:07:40,,https://www.irobotnews.com/news/articleView.html?idxno=47821,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,3차 검토: 소셜로봇/HRI 조사 목적과 직접 관련성 낮음,2026-08-11,2026-08-11,90b3ffc1c478e4475c12256b54ec095c15d58773fb7747149bd57d3a21f92cc0
NEWS-0045,IROBOTNEWS,KR,"美 애브넷-싱가포르 웨스턴 로봇, 엣지 AI 검사로봇 분야 협력",이재구 기자,2026-08-09 20:07:21,,https://www.irobotnews.com/news/articleView.html?idxno=47820,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,0ac343531bd35571254e1d1ef5681fae437bfd806ccdb224436705e32e821571
NEWS-0046,IROBOTNEWS,KR,"日 로봇뱅크, 최대 1500kg 팔레트 운반 가능한 자율주행 지게차 출시",장길수 기자,2026-08-09 20:06:12,,https://www.irobotnews.com/news/articleView.html?idxno=47807,산업·정책,신제품|정책,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,95a20191139dbcd890df1733147edb446643742023a0858c1b97af7f73eaa098
NEWS-0047,IROBOTNEWS,KR,"美 군함 건조기업 HII, 패스로보틱스·그레이 로보틱스와 장기 생산 계약",장길수 기자,2026-08-09 20:05:53,,https://www.irobotnews.com/news/articleView.html?idxno=47806,제품·출시,,,,,FALSE,NONE,NONE,EXCLUDE,3차 검토: 소셜로봇/HRI 조사 목적과 직접 관련성 낮음,2026-08-11,2026-08-11,704b3a951fc2b5a3c83786267bc9cedcfc773f8869d658c15583a05b52e025b1
NEWS-0048,IROBOTNEWS,KR,"""FCC 첨단 로봇 규제, AMR·AGV 등 이동 로봇까지 영향 미쳐""",장길수 기자,2026-08-09 20:05:35,,https://www.irobotnews.com/news/articleView.html?idxno=47805,산업·정책,정책|시장,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,33e691a1c1200fa620aaef54640fd82b341880112a6064e0aae3193c3242ddc5
NEWS-0049,IROBOTNEWS,KR,"美 프린스턴대, 케첩용기 뚜껑 원리 활용 모터 없이 움직이는 로봇 개발",장길수 기자,2026-08-09 20:05:19,,https://www.irobotnews.com/news/articleView.html?idxno=47803,연구·HRI,연구,,,,FALSE,NONE,NONE,EXCLUDE,"4차 확정: 모터 없는 로봇 메커니즘 연구로, 소셜 상호작용/HRI 맥락이 직접적이지 않음",2026-08-11,2026-08-11,f8cb92feeda21ba3de9bf977a2ced9c821ffce7643481e763b94739c9a0c4e23
NEWS-0050,IROBOTNEWS,KR,"美 휴머노이드 스타트업 '아바타 로보틱스', 시드 투자 650만달러 유치",장길수 기자,2026-08-09 20:04:13,,https://www.irobotnews.com/news/articleView.html?idxno=47795,제품·출시,상용화,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,af4783194a7fa25deef8acbe7693f5a1d3e4f916e5552080f86676b4c8205e84
NEWS-0051,IEEE_SPECTRUM,GLOBAL,Video Friday: Drones Go Heavy in DARPA Lift Challenge,,2026-08-07 16:00:01,Video-friday,https://spectrum.ieee.org/video-friday-heavy-lift-drone,제품·출시,터치|신제품,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,a5558a76601e0b660c186535fcc3e3c4da035ecd1957c32d7f612085bf53d509
NEWS-0052,IEEE_SPECTRUM,GLOBAL,What Robotics Companies Think About the U.S. Foreign Robot Ban,,2026-08-04 11:00:01,Federal-communications-commissio,https://spectrum.ieee.org/fcc-covered-list-mobile-robots,연구·HRI,상용화|연구|임상|정책|시장,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,e25a0f67ef3a0960c00e02cfe4b242701fa0e5d8083da833e322c5ebf5db3ceb
NEWS-0053,IEEE_SPECTRUM,GLOBAL,Walden Robotics Partners With Toyota on Practical Humanoids,,2026-08-03 16:05:39,Humanoid-robots,https://spectrum.ieee.org/humanoid-robots-walden-robotics-toyota,연구·HRI,신제품|상용화|연구|정책|시장,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,d2a6c3579a2c7d5ec5ce179dcc3c9c56ef584617903a06a5974204d863c0dba8
NEWS-0054,IEEE_SPECTRUM,GLOBAL,Video Friday: Meet Google DeepMind’s Gemini Robotics 2,,2026-07-31 16:00:03,Humanoid-robots,https://spectrum.ieee.org/video-robot-gemini2-ai-robot,의료·돌봄,돌봄|연구,,,,FALSE,NONE,MEDIUM,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,fa549af6b31267c1c23ec552516efea59198779949ed46eb0f4741257a957e11
NEWS-0055,IEEE_SPECTRUM,GLOBAL,Robot Finger Feels in Color,,2026-07-28 15:00:03,Soft-robotics,https://spectrum.ieee.org/robot-finger,상호작용 기술,촉각|터치|연구,고해상도 촉각 센싱을 통해 로봇이 표면 정보를 실시간으로 인지하는 연구 동향이다. 신체 접촉 기반 HRI의 핵심 기술로 판단해 포함했다.,,,FALSE,LOW,LOW,INCLUDE,촉각 기반 HRI 상호작용 기술 연구,2026-08-11,2026-08-11,5f53d98873257380fa27bd11f4b47c1b4ee1ce29c39be7b50f1de09e81485fe8
NEWS-0056,IEEE_SPECTRUM,GLOBAL,Optical Tech Would Update a Robot’s AI on the Fly,,2026-07-26 13:00:01,Robot-ai,https://spectrum.ieee.org/ai-in-robotics,연구·HRI,상용화|연구|정책,,,,FALSE,NONE,NONE,EXCLUDE,"4차 확정: 일반 로봇 AI 인프라 기술 기사로, 소셜로봇 상호작용 적용이 본문에서 직접 확인되지 않음",2026-08-11,2026-08-11,8db892090fa94fbe2648a6f8b8384f9411f87f3770c2e7cca8b1281bb92d2b60
NEWS-0057,IEEE_SPECTRUM,GLOBAL,Video Friday: An Italian Humanoid Comes to Life,,2026-07-24 15:30:01,Humanoid-robots,https://spectrum.ieee.org/video-friday-physical-ai-robotics,소아·교육,병원|교육|돌봄|컴퓨터 비전|터치|멀티모달|신제품|상용화,,,,FALSE,NONE,NONE,EXCLUDE,3차 검토: 소셜로봇/HRI 조사 목적과 직접 관련성 낮음,2026-08-11,2026-08-11,c5131c90dc0be29ba0512c8d2099e2ccd1c294d26980dcb85f5811d7c367c1cb
NEWS-0058,IEEE_SPECTRUM,GLOBAL,This Graduate Student Equips NASA’s Robots With Assembly Skills,,2026-07-17 18:00:01,Type-ti,https://spectrum.ieee.org/graduate-student-nasas-robots-assembly,소아·교육,소아|자폐 스펙트럼|교육|노인|돌봄|컴퓨터 비전|신제품|연구|시장,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,07c6fb5161464dc0e8aef3585df6194a3dc976b3f3ca75915c5f4a25c1d90980
